title,organisation,lat,lon,region
Hanmer Monitoring,Te Tihi O Rauhea Hanmer Springs Conservation Trust,-42.5181,172.8279,Canterbury
Bush to Burbs,Go Eco,-37.9686,175.5547,Waikato
Pest control in the Wairoa Stream,Kerikeri Primary School,-35.2292,173.9606,Northland
Taiwawe,Hayden and Katy,-36.8959,175.8208,Unknown
Predator Free Otakawhe Bay,,-36.8387,175.1421,Auckland
KTI,Kikowhakarere Trapping Initiative,-36.734,175.476,Auckland
The Poplars Farm,Ken and Gill McCann Volunteers,-39.0166,175.1448,Unknown
Newlands Intermediate Trapping Zone ,Newlands Intermediate,-41.2191,174.8255,Wellington
Roland control,,-41.0541,175.4478,Wellington
Tauhinu Ave,,-43.6444,172.4778,Canterbury
31 Radar Road Backyard trapping,,-36.8904,175.826,Unknown
Wilding Pine restoration area,,-37.5189,175.8713,Waikato
Karu o te Kiwi,,-40.5509,172.7059,Nelson Marlborough
siteworx/kapiro,Kiwicoast/NRC,-35.1951,173.9276,Northland
Upper Tirohanga Valley,Hutt City Council collaboration with landowners,-41.1921,174.9046,Wellington
Hokonui tramping club,Hokonui tramping club,-46.0591,168.8543,Otago
Predator Free Tamahere,,-37.8349,175.3594,Waikato
Helensville Trappers ,,-36.6877,174.4568,Auckland
Totara Forest ,Juken New Zealand,-38.4549,178.1304,East Coast
Utakura trappers,Kiwi Coast,-35.366,173.668,Northland
Saving Waipipi,CL@W- Concerned Landowners @t Waipipi,-35.5538,174.4106,Northland
Te Rangi Aniwaniwa,Papa Taiao Earthcare,-35.1141,173.4875,Northland
This is a demo project name,Demo Crew - Organisation name,-40.9952,174.9443,Wellington
Links Possum Control ,,-39.0315,174.1282,Unknown
Kimber Road,Personal,-37.1858,175.0399,Auckland
Taiamai Ohaeawai Community Pest Control Group,Ohaeawai Taiamai Residents  Association,-35.3575,173.865,Northland
Waitotara Drive Reserve,Kiwicoast/NRC,-35.2133,173.9298,Northland
MKT & MET,Manawahe Kokako Trust & Manawahe Eco Trust,-38.0124,176.6744,Bay of Plenty
Kaikohe Scenic Reserve Wildlife Restoration Project,Apex Predator Control Limited,-35.3802,173.7949,Northland
Predator Free FAHS,FAHS Feilding High School,-40.2111,175.5508,Wellington
Brookfield Park ,,-36.7398,174.6956,Auckland
Blenheim & Spring Creek Backyard Trapping,Wildlife Management International,-41.5128,173.9577,Nelson Marlborough
parininihi project,Tiaki Te Mauri o Parininihi trust ,-38.9056,174.5913,Unknown
Beautification Trust - Manurewa Area,Beautification Trust,-37.0203,174.8848,Auckland
Rangitumau Farm Trapping,Family Farm,-40.8335,175.7201,Wellington
Predator Free Maraetai and Beachlands,Predator Free Maraetai and Beachlands,-36.9007,175.0248,Auckland
Troubled Rat,Boys High Boarders,-39.0601,174.0879,Unknown
Hobsonville,Habitat Hobsonville,-36.7979,174.6554,Auckland
Preston Park,Bethlehem College,-37.7038,176.1102,Waikato
Onahau West side,,-41.2443,173.9715,Nelson Marlborough
Jackson,Vinnie Jackson,-39.1494,174.1968,Unknown
Te Awa Waikanae Predator Trapping ,Te Awa Waikanae Predator Trapping ,-40.8521,175.1395,Wellington
Taumutu,Pest Free Banks Peninsula,-43.8524,172.3504,Canterbury
Glenorchy Community backyard predator trapping,Glenorchy Community Association,-44.8524,168.3902,Otago
Robinson Road pest free,,-35.8203,174.5449,Northland
Tarata Hills,Tarata Hills,-45.9912,168.2674,Otago
Predator Free Mackenzie,,-44.2327,170.0632,West Coast
Pest Free Balmoral,Pest Free Balmoral,-36.8944,174.7571,Auckland
"681 Highcliff Road, Highcliff, Dunedin",,-45.8832,170.5801,Otago
Hupara Landcare Group,Mid North Kiwi Coast,-35.3448,174.0008,Northland
Moanatuatua Trapping Network,Department of Conservation,-37.9266,175.3688,Waikato
NZDA Malvern Branch,Malvern Branch - New Zealand Deer Stalkers Association. ,-43.3633,171.7692,West Coast
Crosshill,,-45.9396,168.5615,Otago
Littlebush and Surrounds,,-41.1478,175.6208,Wellington
Resolution bay trapping,Michael,-41.1101,174.2064,Nelson Marlborough
Raincliff Long-tail Bat Protection,Port Blakely NZ,-44.1218,170.9626,West Coast
Maori Gully Long-tail Bat Protection,Port Blakely NZ,-44.0764,171.1165,West Coast
redwood cottage,,-37.7587,175.5494,Waikato
Waiau Toa/Clarence Rivermouth Trapping,Wildlife Management International Limited,-42.1706,173.9237,Nelson Marlborough
Te Matai Kokako Protection,Port Blakely NZ,-37.9363,176.2829,Waikato
McCarties,Kingheim Limited,-39.0288,174.7599,Unknown
Pinnacles Kokako Protection,Port Blakely NZ,-37.9406,176.3049,Waikato
Gilberts,Kingheim Limited,-39.0306,174.8117,Unknown
Te Kura Kaupapa Maori o Nga Maungarongo,Urban Ark - Manawa Taiao,-36.8878,174.7262,Auckland
Huatoki st boundary ,,-39.0803,174.0735,Unknown
Swiss Farm Trapping,,-36.6107,174.5461,Auckland
River City Trappers,River City Trappers,-39.9267,175.0361,Wellington
Pest control Jacks bay,,-35.2694,174.2148,Northland
Kelceys Bush,Friends of Kelceys Bush,-44.6979,170.9675,Otago
Kumeu Small Land Owner ,Kumeu Small Land Owners Association,-36.6961,174.5138,Auckland
Springfield Trap Library,,-43.3414,171.9258,West Coast
Cat Trapping,Phoenix SPB Ltd,-45.3667,170.4343,Otago
Mary's traps ,Phoenix SPB Ltd,-44.6563,169.241,Otago
Pikoko Estate,,-36.4172,174.5637,Northland
Sweet meadows,,-39.1417,174.1324,Unknown
Upper Hutt Tunnel Gully,Pest Free Upper Hutt,-41.1145,175.153,Wellington
TKA Taramoukou,Te Kohanga Ahuru,-39.0996,174.4057,Unknown
Ohau community ,,-40.662,175.2461,Wellington
Ohau community ,,-40.6622,175.2473,Wellington
387 Ardmore Quarry Rd,,-37.0596,175.0142,Auckland
Bird Safe Streams in Glen Eden,,-36.912,174.6495,Auckland
Mt Tiger Ezy Lure trapping project,0220218950,-35.7214,174.3971,Northland
2040 test,2040 Limited,-43.5612,172.6355,Canterbury
Ōreti Tōtara Dune Forest,NZ Native Forest Restoration Trust,-46.4522,168.2713,Otago
Clements Quarry Pest Control ,,-35.7237,174.2969,Northland
Ngati Manawa ,,-38.4764,176.7019,Bay of Plenty
5 Kōura Rd trapping,,-41.2456,173.3285,Nelson Marlborough
Kowai Bush Scenic Reserve,,-43.289,171.9269,West Coast
"Nurturing Hills 71 and 91 Glendale Heights Road, Waipapa 0295",,-35.1755,173.821,Northland
Townsend 73,,-39.0495,174.1549,Unknown
Westshore,,-39.4804,176.8751,East Coast
Maungatapu,,-41.3125,173.445,Nelson Marlborough
Ngā Hinonga 207,Adrian Rumney,-39.8777,175.1039,Wellington
Judd Cres,,-41.2078,174.9475,Wellington
Kaipara Coast Sculpture Gardens,Kaipara Coast Sculpture Gardens,-36.5841,174.4815,Auckland
Lower Pungaere Trappers,,-35.2012,173.8989,Northland
Riverstream Kiwi Protection,,-35.1936,173.9031,Northland
Native Bird Recovery Richmond,Native Bird Recovery Richmond,-41.3602,173.1973,Nelson Marlborough
East Coast Protection Group - Limestone Coast,East Coast Protection Group,-41.7888,174.1419,Nelson Marlborough
Thames Coast Kiwi Care,Thames Coast Kiwi Care ,-36.9593,175.5338,Auckland
TKTOH Arowhenua Rakitata,Te Kete Tipuranga o Huirapa,-43.9838,171.345,West Coast
Waiwera Commune,,-36.5433,174.6953,Auckland
Tamahunga Drive Backyard Trapping,,-36.3555,174.7104,Northland
*TFBT - Green Road,The Forest Bridge Trust,-36.3713,174.7172,Northland
Papa Aroha Orchard,,-36.7087,175.4463,Auckland
Motatau Reserve and Okaroro,,-35.5573,174.0547,Northland
Upokorehe Kiwi Project,,-38.0858,177.1731,Bay of Plenty
Pest Free Manor Park,Pest Free Manor Park,-41.1562,174.9791,Wellington
Hikurangi School,,-35.5966,174.2875,Northland
Wharekauri Raki,,-36.9632,174.4802,Auckland
Kaitorete CCC Reserve Animal Pest Project,,-43.8116,172.5912,Canterbury
Te Rau Oranga,,-39.0082,177.8809,East Coast
203,,-35.1672,173.915,Northland
Tikapomo Rahui,,-43.7447,172.8258,Canterbury
Parrish's Possums,,-39.0603,174.0986,Unknown
Bowenvale 1,,-43.5798,172.6507,Canterbury
D M Holdings Pest Management,D M Holdings Pest Management,-45.9206,170.4858,Otago
Queenstown Trap Library,Department of Conservation Queenstown trap library,-45.106,168.8674,Otago
Oakleigh Rise,,-35.8203,174.2972,Northland
Kara Trapping,,-35.7165,174.2151,Northland
Panorama Traps,,-35.7265,174.3428,Northland
Duncan Road,Rob Dragten,-37.8648,175.3946,Waikato
Pest Free Mt Eden,Pest Free Mt Eden,-36.8803,174.7497,Auckland
Kanuka Rd,,-37.1731,175.0261,Auckland
Sawyer Rd,,-37.1737,175.026,Auckland
Higgison Whanau,,-42.9012,170.7785,West Coast
Mataroa Ave,,-41.2789,174.7649,Wellington
"Scotsvale Drive, Tauwhare",,-37.7682,175.4932,Waikato
Gillespies,,-35.44,174.3752,Northland
kestrel heights,,-36.6462,174.7381,Auckland
Patea Area School,Patea Area School,-39.6384,174.2925,Unknown
